,_time,pm2_5
117,2025-04-17T09:30:00Z,20.333333333333332
118,2025-04-17T09:45:00Z,22.0
119,2025-04-17T10:00:00Z,22.666666666666668
120,2025-04-17T10:15:00Z,24.333333333333332
121,2025-04-17T10:30:00Z,23.666666666666668
122,2025-04-17T10:45:00Z,22.0
123,2025-04-17T11:00:00Z,21.333333333333332
124,2025-04-17T11:15:00Z,20.333333333333332
125,2025-04-17T11:30:00Z,20.666666666666668
126,2025-04-17T11:45:00Z,20.333333333333332
127,2025-04-17T12:00:00Z,17.333333333333332
128,2025-04-17T12:15:00Z,19.0
129,2025-04-17T12:30:00Z,19.333333333333332
130,2025-04-17T12:45:00Z,20.0
131,2025-04-17T13:00:00Z,15.666666666666666
132,2025-04-17T13:15:00Z,12.333333333333334
133,2025-04-17T13:30:00Z,11.666666666666666
134,2025-04-17T13:45:00Z,9.0
135,2025-04-17T14:00:00Z,11.333333333333334
136,2025-04-17T14:15:00Z,10.666666666666666
137,2025-04-17T14:30:00Z,13.333333333333334
138,2025-04-17T14:45:00Z,11.333333333333334
139,2025-04-17T15:00:00Z,13.333333333333334
140,2025-04-17T15:15:00Z,13.0
141,2025-04-17T15:30:00Z,13.333333333333334
142,2025-04-17T15:45:00Z,9.333333333333334
143,2025-04-17T16:00:00Z,11.333333333333334
144,2025-04-17T16:15:00Z,9.333333333333334
145,2025-04-17T16:30:00Z,12.0
146,2025-04-17T16:45:00Z,16.666666666666668
147,2025-04-17T17:00:00Z,17.0
148,2025-04-17T17:15:00Z,18.0
149,2025-04-17T17:30:00Z,19.333333333333332
150,2025-04-17T17:45:00Z,21.0
151,2025-04-17T18:00:00Z,21.666666666666668
152,2025-04-17T18:15:00Z,21.666666666666668
153,2025-04-17T18:30:00Z,23.666666666666668
154,2025-04-17T18:45:00Z,24.666666666666668
155,2025-04-17T19:00:00Z,24.666666666666668
156,2025-04-17T19:15:00Z,26.666666666666668
157,2025-04-17T19:30:00Z,31.333333333333332
158,2025-04-17T19:45:00Z,35.333333333333336
159,2025-04-17T20:00:00Z,35.333333333333336
160,2025-04-17T20:15:00Z,34.333333333333336
161,2025-04-17T20:30:00Z,37.0
162,2025-04-17T20:45:00Z,36.333333333333336
163,2025-04-17T21:00:00Z,37.333333333333336
164,2025-04-17T21:15:00Z,39.333333333333336
165,2025-04-17T21:30:00Z,39.0
166,2025-04-17T21:45:00Z,37.333333333333336
167,2025-04-17T22:00:00Z,39.0
168,2025-04-17T22:15:00Z,38.666666666666664
169,2025-04-17T22:30:00Z,40.0
170,2025-04-17T22:45:00Z,41.333333333333336
171,2025-04-17T23:00:00Z,39.666666666666664
172,2025-04-17T23:15:00Z,42.0
173,2025-04-17T23:30:00Z,44.666666666666664
174,2025-04-17T23:45:00Z,43.0
175,2025-04-18T00:00:00Z,34.666666666666664
176,2025-04-18T00:15:00Z,30.333333333333332
177,2025-04-18T00:30:00Z,31.0
178,2025-04-18T00:45:00Z,34.0
179,2025-04-18T01:00:00Z,33.333333333333336
180,2025-04-18T01:15:00Z,29.333333333333332
181,2025-04-18T01:30:00Z,28.666666666666668
182,2025-04-18T01:45:00Z,29.666666666666668
183,2025-04-18T02:00:00Z,27.666666666666668
184,2025-04-18T02:15:00Z,26.0
185,2025-04-18T02:30:00Z,26.666666666666668
186,2025-04-18T02:45:00Z,26.333333333333332
187,2025-04-18T03:00:00Z,29.666666666666668
188,2025-04-18T03:15:00Z,30.0
189,2025-04-18T03:30:00Z,30.666666666666668
190,2025-04-18T03:45:00Z,31.333333333333332
191,2025-04-18T04:00:00Z,32.0
192,2025-04-18T04:15:00Z,33.0
193,2025-04-18T04:30:00Z,25.666666666666668
194,2025-04-18T04:45:00Z,24.0
195,2025-04-18T05:00:00Z,21.666666666666668
196,2025-04-18T05:15:00Z,12.666666666666666
197,2025-04-18T05:30:00Z,6.333333333333333
198,2025-04-18T05:45:00Z,6.333333333333333
199,2025-04-18T06:00:00Z,5.0
200,2025-04-18T06:15:00Z,6.666666666666667
201,2025-04-18T06:30:00Z,7.666666666666667
202,2025-04-18T06:45:00Z,8.333333333333334
203,2025-04-18T07:00:00Z,8.666666666666666
204,2025-04-18T07:15:00Z,10.0
205,2025-04-18T07:30:00Z,9.666666666666666
206,2025-04-18T07:45:00Z,9.333333333333334
207,2025-04-18T08:00:00Z,8.0
208,2025-04-18T08:15:00Z,6.333333333333333
209,2025-04-18T08:30:00Z,6.666666666666667
210,2025-04-18T08:45:00Z,6.666666666666667
211,2025-04-18T09:00:00Z,5.666666666666667
212,2025-04-18T09:15:00Z,5.333333333333333
213,2025-04-18T09:30:00Z,2.3333333333333335
214,2025-04-18T09:45:00Z,2.3333333333333335
215,2025-04-18T10:00:00Z,2.0
216,2025-04-18T10:15:00Z,1.3333333333333333
217,2025-04-18T10:30:00Z,1.6666666666666667
218,2025-04-18T10:45:00Z,2.3333333333333335
219,2025-04-18T11:00:00Z,3.6666666666666665
220,2025-04-18T11:15:00Z,3.0
221,2025-04-18T11:30:00Z,3.3333333333333335
222,2025-04-18T11:45:00Z,2.6666666666666665
223,2025-04-18T12:00:00Z,4.333333333333333
224,2025-04-18T12:15:00Z,2.0
225,2025-04-18T12:30:00Z,2.3333333333333335
226,2025-04-18T12:45:00Z,1.0
227,2025-04-18T13:00:00Z,1.3333333333333333
228,2025-04-18T13:15:00Z,0.0
229,2025-04-18T13:30:00Z,0.0
230,2025-04-18T13:45:00Z,0.3333333333333333
231,2025-04-18T14:00:00Z,0.3333333333333333
232,2025-04-18T14:15:00Z,0.3333333333333333
233,2025-04-18T14:30:00Z,0.0
234,2025-04-18T14:45:00Z,0.0
235,2025-04-18T15:00:00Z,0.0
236,2025-04-18T15:15:00Z,0.0
237,2025-04-18T15:30:00Z,0.0
238,2025-04-18T15:45:00Z,0.0
239,2025-04-18T16:00:00Z,0.0
240,2025-04-18T16:15:00Z,0.0
241,2025-04-18T16:30:00Z,0.0
242,2025-04-18T16:45:00Z,0.0
243,2025-04-18T17:00:00Z,0.0
244,2025-04-18T17:15:00Z,0.0
245,2025-04-18T17:30:00Z,0.6666666666666666
246,2025-04-18T17:45:00Z,0.0
247,2025-04-18T18:00:00Z,0.0
248,2025-04-18T18:15:00Z,0.0
249,2025-04-18T18:30:00Z,0.0
250,2025-04-18T18:45:00Z,0.0
251,2025-04-18T19:00:00Z,0.0
252,2025-04-18T19:15:00Z,0.0
253,2025-04-18T19:30:00Z,0.0
254,2025-04-18T19:45:00Z,0.0
255,2025-04-18T20:00:00Z,0.0
256,2025-04-18T20:15:00Z,0.0
257,2025-04-18T20:30:00Z,0.0
258,2025-04-18T20:45:00Z,0.3333333333333333
259,2025-04-18T21:00:00Z,0.0
260,2025-04-18T21:15:00Z,0.0
261,2025-04-18T21:30:00Z,0.0
262,2025-04-18T21:45:00Z,0.3333333333333333
263,2025-04-18T22:00:00Z,0.0
264,2025-04-18T22:15:00Z,0.0
265,2025-04-18T22:30:00Z,0.0
266,2025-04-18T22:45:00Z,0.0
267,2025-04-18T23:00:00Z,0.0
268,2025-04-18T23:15:00Z,0.0
269,2025-04-18T23:30:00Z,0.3333333333333333
270,2025-04-18T23:45:00Z,0.0
271,2025-04-19T00:00:00Z,0.3333333333333333
272,2025-04-19T00:15:00Z,0.6666666666666666
273,2025-04-19T00:30:00Z,1.3333333333333333
274,2025-04-19T00:45:00Z,1.3333333333333333
275,2025-04-19T01:00:00Z,2.0
276,2025-04-19T01:15:00Z,3.0
277,2025-04-19T01:30:00Z,6.0
278,2025-04-19T01:45:00Z,5.666666666666667
279,2025-04-19T02:00:00Z,7.333333333333333
280,2025-04-19T02:15:00Z,7.333333333333333
281,2025-04-19T02:30:00Z,6.666666666666667
282,2025-04-19T02:45:00Z,8.333333333333334
283,2025-04-19T03:00:00Z,8.666666666666666
284,2025-04-19T03:15:00Z,12.333333333333334
285,2025-04-19T03:30:00Z,14.333333333333334
286,2025-04-19T03:45:00Z,12.666666666666666
287,2025-04-19T04:00:00Z,15.0
288,2025-04-19T04:15:00Z,12.333333333333334
289,2025-04-19T04:30:00Z,12.333333333333334
290,2025-04-19T04:45:00Z,12.0
291,2025-04-19T05:00:00Z,10.666666666666666
292,2025-04-19T05:15:00Z,10.0
293,2025-04-19T05:30:00Z,9.333333333333334
294,2025-04-19T05:45:00Z,9.0
295,2025-04-19T06:00:00Z,10.333333333333334
296,2025-04-19T06:15:00Z,8.666666666666666
297,2025-04-19T06:30:00Z,10.333333333333334
298,2025-04-19T06:45:00Z,9.333333333333334
299,2025-04-19T07:00:00Z,9.666666666666666
300,2025-04-19T07:15:00Z,9.333333333333334
301,2025-04-19T07:30:00Z,7.333333333333333
302,2025-04-19T07:45:00Z,6.666666666666667
303,2025-04-19T08:00:00Z,5.0
304,2025-04-19T08:15:00Z,2.6666666666666665
305,2025-04-19T08:30:00Z,2.6666666666666665
306,2025-04-19T08:45:00Z,3.3333333333333335
307,2025-04-19T09:00:00Z,2.0
308,2025-04-19T09:15:00Z,2.6666666666666665
309,2025-04-19T09:30:00Z,2.0
310,2025-04-19T09:45:00Z,1.6666666666666667
311,2025-04-19T10:00:00Z,2.3333333333333335
312,2025-04-19T10:15:00Z,3.6666666666666665
313,2025-04-19T10:30:00Z,2.0
314,2025-04-19T10:45:00Z,3.0
315,2025-04-19T11:00:00Z,2.0
316,2025-04-19T11:15:00Z,3.0
317,2025-04-19T11:30:00Z,2.3333333333333335
318,2025-04-19T11:45:00Z,2.6666666666666665
319,2025-04-19T12:00:00Z,2.0
320,2025-04-19T12:15:00Z,1.0
321,2025-04-19T12:30:00Z,0.5
322,2025-04-19T12:45:00Z,0.0
323,2025-04-19T13:00:00Z,0.0
324,2025-04-19T13:15:00Z,0.0
325,2025-04-19T13:30:00Z,0.0
326,2025-04-19T13:45:00Z,0.0
